,idx,impact,h_index,quartile
12443,9705030,"2,07",174,Q1
12444,9707086,1,1,Q4
12445,9706078,"2,07",174,Q1
12446,9712039,1,1,Q4
12447,9707085,"0,93",119,Q2
12448,9709122,"2,07",174,Q1
12449,9712116,"2,50",283,-
12450,9703226,1,1,Q4
12451,9711066,"0,93",119,Q2
12452,9709056,1,1,Q4
12453,9703009,1,1,Q4
12454,9712198,"1,74",189,Q1
12455,9706215,1,1,Q4
12456,9701140,"2,07",174,Q1
12457,9712033,"1,18",108,Q1
12458,9703207,"0,46",65,Q3
12459,9701181,1,1,Q4
12460,9707128,"0,35",41,Q2
12461,9711178,"2,07",174,Q1
12462,9710012,1,1,Q4
12463,9707210,"1,08",88,Q2
12464,9705242,1,1,Q4
12465,9708049,1,1,Q4
12466,9706126,"2,50",283,-
12467,9711170,"2,07",174,Q1
12468,9706004,1,1,Q4
12469,9703115,1,1,Q4
12470,9708140,"2,07",174,Q1
12471,9712043,"2,07",174,Q1
12472,9707217,"2,07",174,Q1
12473,9701159,"0,63",60,Q3
12474,9702027,1,1,Q4
12475,9705217,1,1,Q4
12476,9709087,"2,07",174,Q1
12477,9704169,"1,08",88,Q2
12478,9702080,"0,63",60,Q3
12479,9701012,1,1,Q4
12480,9706003,1,1,Q4
12481,9710112,1,1,Q4
12482,9706222,"2,50",283,-
12483,9701139,"2,07",174,Q1
12484,9706219,1,1,Q4
12485,9705068,"2,07",174,Q1
12486,9706178,"2,07",174,Q1
12487,9709161,1,1,Q4
12488,9712092,1,1,Q4
12489,9711153,"1,18",108,Q1
12490,9705195,1,1,Q4
12491,9703091,"5,07",274,Q1
12492,9703227,1,1,Q4
12493,9709076,"0,73",62,Q2
12494,9707143,1,1,Q4
12495,9712165,"2,07",174,Q1
12496,9704014,"2,07",174,Q1
12497,9701137,"2,07",174,Q1
12498,9711006,1,1,Q4
12499,9709196,"2,50",283,-
12500,9705100,1,1,Q4
12501,9704120,"1,74",189,Q1
12502,9703095,1,1,Q4
12503,9706079,"2,50",283,-
12504,9711196,"1,08",88,Q2
12505,9701189,"1,09",198,Q1
12506,9702055,1,1,Q4
12507,9710052,1,1,Q4
12508,9706025,"2,07",174,Q1
12509,9707155,"1,08",88,Q2
12510,9705241,"1,69",116,Q1
12511,9707247,1,1,Q4
12512,9705230,"2,50",283,-
12513,9712059,"4,06",261,Q1
12514,9709185,1,1,Q4
12515,9709070,"0,32",37,Q3
12516,9709121,1,1,Q4
12517,9704111,"1,57",152,Q1
12518,9710137,1,1,Q4
12519,9708131,1,1,Q4
12520,9705049,"1,57",152,Q1
12521,9707252,"0,50",48,Q3
12522,9705074,"4,06",261,Q1
12523,9703031,"4,06",261,Q1
12524,9705229,"2,07",174,Q1
12525,9710167,1,1,Q4
12526,9710098,"2,50",283,-
12527,9712202,1,1,Q4
12528,9705077,"1,18",108,Q1
12529,9712050,"2,07",174,Q1
12530,9708095,"0,84",53,Q1
12531,9710245,1,1,Q4
12532,9706216,1,1,Q4
12533,9709067,1,1,Q4
12534,9706194,1,1,Q4
12535,9709060,1,1,Q4
12536,9701190,1,1,Q4
12537,9702094,1,1,Q4
12538,9708081,"1,74",189,Q1
12539,9706120,"0,93",119,Q2
12540,9702104,1,1,Q4
12541,9704181,"1,09",198,Q1
12542,9701130,1,1,Q4
12543,9711111,"1,08",88,Q2
12544,9704157,"2,07",174,Q1
12545,9708155,1,1,Q4
12546,9705124,"5,76",673,Q1
12547,9705159,"2,50",283,-
12548,9707113,1,1,Q4
12549,9712098,1,1,Q4
12550,9701152,"5,07",274,Q1
12551,9705025,"5,07",274,Q1
12552,9706033,1,1,Q4
12553,9710141,1,1,Q4
12554,9710018,1,1,Q4
12555,9710051,"2,07",174,Q1
12556,9711097,"2,50",283,-
12557,9712025,"2,50",283,-
12558,9711147,"0,02",29,Q4
12559,9702006,"2,07",174,Q1
12560,9702139,"5,07",274,Q1
12561,9710095,1,1,Q4
12562,9703037,1,1,Q4
12563,9710010,"1,08",88,Q2
12564,9703019,"1,09",198,Q1
12565,9701131,1,1,Q4
12566,9712136,1,1,Q4
12567,9708038,1,1,Q4
12568,9712133,"1,18",108,Q1
12569,9710089,"0,20",75,Q3
12570,9712017,"2,07",174,Q1
12571,9704002,"1,74",189,Q1
12572,9707167,1,1,Q4
12573,9708066,1,1,Q4
12574,9702017,"2,50",283,-
12575,9706002,1,1,Q4
12576,9705013,1,1,Q4
12577,9704170,"2,07",174,Q1
12578,9705161,"2,07",174,Q1
12579,9710088,"2,50",283,-
12580,9702205,"2,50",283,-
12581,9709140,1,1,Q4
12582,9710039,1,1,Q4
12583,9701099,"1,74",189,Q1
12584,9709218,1,1,Q4
12585,9710240,"2,50",283,-
12586,9712156,1,1,Q4
12587,9706053,1,1,Q4
12588,9706044,"1,18",108,Q1
12589,9706191,1,1,Q4
12590,9704165,1,1,Q4
12591,9706203,"2,07",174,Q1
12592,9702079,1,1,Q4
12593,9705016,"1,18",108,Q1
12594,9711189,"1,18",108,Q1
12595,9707243,"4,06",261,Q1
12596,9710084,"0,93",119,Q2
12597,9709097,"5,76",673,Q1
12598,9709213,"2,07",174,Q1
12599,9712083,1,1,Q4
12600,9704187,1,1,Q4
12601,9708101,1,1,Q4
12602,9706100,"2,50",283,-
12603,9701180,"1,18",108,Q1
12604,9701141,"0,93",119,Q2
12605,9705084,"5,76",673,Q1
12606,9701054,"5,07",274,Q1
12607,9708128,1,1,Q4
12608,9706217,"5,76",673,Q1
12609,9705170,1,1,Q4
12610,9701046,"1,18",108,Q1
12611,9708124,"2,50",283,-
12612,9709160,"5,07",274,Q1
12613,9706151,"2,07",174,Q1
12614,9712121,"2,07",174,Q1
12615,9712030,"5,07",274,Q1
12616,9706159,"1,09",198,Q1
12617,9701173,"1,74",189,Q1
12618,9710169,"1,01",60,Q2
12619,9709123,"5,07",274,Q1
12620,9712200,"1,08",88,Q2
12621,9709075,"2,07",174,Q1
12622,9709034,"2,07",174,Q1
12623,9702072,"1,18",108,Q1
12624,9706096,"2,07",174,Q1
12625,9702134,"1,18",108,Q1
12626,9710004,1,1,Q4
12627,9712164,"1,18",108,Q1
12628,9701021,"2,50",283,-
12629,9706097,"1,74",189,Q1
12630,9702183,1,1,Q4
12631,9712004,1,1,Q4
12632,9706198,1,1,Q4
12633,9706073,"2,07",174,Q1
12634,9705098,1,1,Q4
12635,9710100,"1,74",189,Q1
12636,9711161,"2,07",174,Q1
12637,9709165,"2,50",283,-
12638,9706047,"2,07",174,Q1
12639,9712099,"1,18",108,Q1
12640,9704186,1,1,Q4
12641,9704153,"2,50",283,-
12642,9712008,1,1,Q4
12643,9705095,1,1,Q4
12644,9712221,"2,50",283,-
12645,9704112,"2,07",174,Q1
12646,9702031,1,1,Q4
12647,9712124,"1,69",116,Q1
12648,9712192,1,1,Q4
12649,9702023,"2,07",174,Q1
12650,9709100,1,1,Q4
12651,9703025,"0,37",45,Q4
12652,9712183,1,1,Q4
12653,9702039,1,1,Q4
12654,9709098,1,1,Q4
12655,9704077,1,1,Q4
12656,9707088,"2,50",283,-
12657,9702092,"0,82",170,Q1
12658,9707179,"2,07",174,Q1
12659,9705189,"2,50",283,-
12660,9707239,"1,74",189,Q1
12661,9707072,"1,18",108,Q1
12662,9704041,1,1,Q4
12663,9706127,1,1,Q4
12664,9709031,1,1,Q4
12665,9707027,"1,01",60,Q2
12666,9708068,"2,07",174,Q1
12667,9706189,1,1,Q4
12668,9702193,"2,50",283,-
12669,9707196,1,1,Q4
12670,9708015,"2,50",283,-
12671,9710023,1,1,Q4
12672,9711184,1,1,Q4
12673,9712180,1,1,Q4
12674,9708102,"2,50",283,-
12675,9707074,"2,07",174,Q1
12676,9709149,1,1,Q4
12677,9703109,"2,07",174,Q1
12678,9702145,"2,07",174,Q1
12679,9711129,"2,50",283,-
12680,9705014,"1,08",88,Q2
12681,9708011,"2,50",283,-
12682,9707158,"4,06",261,Q1
12683,9711025,1,1,Q4
12684,9707156,"2,07",174,Q1
12685,9710198,"5,07",274,Q1
12686,9708071,"0,93",119,Q2
12687,9704024,"0,93",119,Q2
12688,9702037,1,1,Q4
12689,9702099,"2,07",174,Q1
12690,9705172,1,1,Q4
12691,9708037,"2,07",174,Q1
12692,9710222,"2,07",174,Q1
12693,9707254,1,1,Q4
12694,9702083,"0,37",45,Q4
12695,9703204,"2,50",283,-
12696,9702178,"0,93",119,Q2
12697,9712142,1,1,Q4
12698,9710020,1,1,Q4
12699,9704107,1,1,Q4
12700,9702018,"5,07",274,Q1
12701,9704049,"1,18",108,Q1
12702,9705209,1,1,Q4
12703,9708141,1,1,Q4
12704,9708162,"1,08",88,Q2
12705,9701058,"1,18",108,Q1
12706,9707260,1,1,Q4
12707,9709133,"2,50",283,-
12708,9705127,1,1,Q4
12709,9705216,"1,09",198,Q1
12710,9707198,"2,07",174,Q1
12711,9702030,"2,07",174,Q1
12712,9710173,"2,50",283,-
12713,9710140,"1,74",189,Q1
12714,9705234,"2,07",174,Q1
12715,9704048,"1,09",198,Q1
12716,9711128,1,1,Q4
12717,9710161,1,1,Q4
12718,9706173,1,1,Q4
12719,9704093,"2,50",283,-
12720,9710234,1,1,Q4
12721,9712224,"2,50",283,-
12722,9710025,"2,50",283,-
12723,9711004,1,1,Q4
12724,9711076,"1,70",71,Q1
12725,9706068,"1,47",106,Q2
12726,9708157,"0,93",119,Q2
12727,9707241,1,1,Q4
12728,9711095,"5,76",673,Q1
12729,9702087,1,1,Q4
12730,9711056,"1,08",88,Q2
12731,9712091,"1,74",189,Q1
12732,9702159,"2,07",174,Q1
12733,9707009,"1,18",108,Q1
12734,9704050,1,1,Q4
12735,9711001,"2,07",174,Q1
12736,9701059,1,1,Q4
12737,9705131,1,1,Q4
12738,9711176,1,1,Q4
12739,9703145,1,1,Q4
12740,9702172,"1,57",152,Q1
12741,9701040,"0,46",65,Q3
12742,9706199,"2,07",174,Q1
12743,9706184,1,1,Q4
12744,9709124,1,1,Q4
12745,9709164,1,1,Q4
12746,9706059,1,1,Q4
12747,9712247,1,1,Q4
12748,9702106,"2,07",174,Q1
12749,9701075,1,1,Q4
12750,9712024,1,1,Q4
12751,9712140,1,1,Q4
12752,9708116,1,1,Q4
12753,9704116,1,1,Q4
12754,9711152,"2,50",283,-
12755,9705022,1,1,Q4
12756,9711092,"1,09",198,Q1
12757,9711032,"2,50",283,-
12758,9706030,"2,50",283,-
12759,9707107,"2,07",174,Q1
12760,9701027,"1,69",116,Q1
12761,9706071,"2,07",174,Q1
12762,9707259,1,1,Q4
12763,9712225,1,1,Q4
12764,9703168,"2,07",174,Q1
12765,9701109,"2,07",174,Q1
12766,9703120,"1,18",108,Q1
12767,9712088,"2,50",283,-
12768,9704115,1,1,Q4
12769,9709169,1,1,Q4
12770,9710072,"1,57",152,Q1
12771,9712228,"1,18",108,Q1
12772,9712055,1,1,Q4
12773,9703224,1,1,Q4
12774,9705222,"0,65",63,Q2
12775,9707013,"2,07",174,Q1
12776,9706130,"2,07",174,Q1
12777,9708163,"1,74",189,Q1
12778,9710150,"2,07",174,Q1
12779,9709200,"5,76",673,Q1
12780,9710158,"4,06",261,Q1
12781,9704200,1,1,Q4
12782,9704122,1,1,Q4
12783,9706124,"5,07",274,Q1
12784,9709117,1,1,Q4
12785,9702130,1,1,Q4
12786,9706111,"1,74",189,Q1
12787,9703045,"1,18",108,Q1
12788,9710185,1,1,Q4
12789,9709002,"4,06",261,Q1
12790,9706181,"5,76",673,Q1
12791,9711078,"22,24",79,Q1
12792,9709198,1,1,Q4
12793,9704137,"2,50",283,-
12794,9705069,1,1,Q4
12795,9704185,"2,07",174,Q1
12796,9709138,1,1,Q4
12797,9701035,1,1,Q4
12798,9706088,1,1,Q4
12799,9712014,1,1,Q4
12800,9706045,1,1,Q4
12801,9707201,1,1,Q4
12802,9701184,"1,18",108,Q1
12803,9708119,"2,07",174,Q1
12804,9701072,"2,50",283,-
12805,9704029,"2,50",283,-
12806,9709003,"0,93",119,Q2
12807,9708009,"1,70",71,Q1
12808,9701122,1,1,Q4
12809,9705008,1,1,Q4
12810,9708045,"2,50",283,-
12811,9709088,1,1,Q4
12812,9711079,"1,08",88,Q2
12813,9704054,1,1,Q4
12814,9712243,"1,09",198,Q1
12815,9707170,"2,50",283,-
12816,9704058,"2,50",283,-
12817,9707082,"1,09",198,Q1
12818,9709126,1,1,Q4
12819,9701119,1,1,Q4
12820,9709090,1,1,Q4
12821,9708150,1,1,Q4
12822,9703123,1,1,Q4
12823,9712236,1,1,Q4
12824,9709023,"5,07",274,Q1
12825,9709158,"2,50",283,-
12826,9710249,"2,07",174,Q1
12827,9705156,"1,18",108,Q1
12828,9702182,1,1,Q4
12829,9707261,"5,07",274,Q1
12830,9711057,"2,50",283,-
12831,9710022,"2,07",174,Q1
12832,9703094,1,1,Q4
12833,9706160,"0,93",119,Q2
12834,9706102,1,1,Q4
12835,9701129,1,1,Q4
12836,9708158,1,1,Q4
12837,9702015,"2,50",283,-
12838,9706028,"1,18",108,Q1
12839,9707139,1,1,Q4
12840,9705132,"2,07",174,Q1
12841,9707211,"2,07",174,Q1
12842,9704178,"2,07",174,Q1
12843,9704183,"1,08",88,Q2
12844,9705208,"2,07",174,Q1
12845,9701094,"1,18",108,Q1
12846,9702052,"2,50",283,-
12847,9702144,"0,93",119,Q2
12848,9704125,"2,50",283,-
12849,9702153,"2,50",283,-
12850,9703043,1,1,Q4
12851,9705090,1,1,Q4
12852,9703122,1,1,Q4
12853,9709063,1,1,Q4
12854,9702190,1,1,Q4
12855,9707106,"0,46",65,Q3
12856,9710122,1,1,Q4
12857,9705199,"2,07",174,Q1
12858,9709037,"1,47",106,Q2
12859,9711010,1,1,Q4
12860,9705140,1,1,Q4
12861,9701166,"2,07",174,Q1
12862,9707029,"1,09",198,Q1
12863,9712115,"2,07",174,Q1
12864,9712019,"1,74",189,Q1
12865,9702151,1,1,Q4
12866,9702054,1,1,Q4
12867,9702098,1,1,Q4
12868,9708056,1,1,Q4
12869,9709047,1,1,Q4
12870,9704051,1,1,Q4
12871,9703047,1,1,Q4
12872,9703217,"2,07",174,Q1
12873,9704130,1,1,Q4
12874,9706125,"1,08",88,Q2
12875,9712089,"0,93",119,Q2
12876,9701134,"2,50",283,-
12877,9701186,1,1,Q4
12878,9709166,"2,50",283,-
12879,9712094,"2,50",283,-
12880,9704013,"2,07",174,Q1
12881,9702175,1,1,Q4
12882,9707067,"0,38",58,Q3
12883,9712103,1,1,Q4
12884,9712201,"2,50",283,-
12885,9706144,1,1,Q4
12886,9703125,"1,74",189,Q1
12887,9709145,1,1,Q4
12888,9702198,"2,07",174,Q1
12889,9706116,1,1,Q4
12890,9703185,"0,50",48,Q3
12891,9711090,"2,07",174,Q1
12892,9707213,"1,18",108,Q1
12893,9712051,1,1,Q4
12894,9705190,1,1,Q4
12895,9702149,1,1,Q4
12896,9708130,1,1,Q4
12897,9709053,"2,07",174,Q1
12898,9703177,"1,08",88,Q2
12899,9712129,"2,07",174,Q1
12900,9709159,"5,07",274,Q1
12901,9705201,1,1,Q4
12902,9702157,"0,73",62,Q2
12903,9711117,"1,08",88,Q2
12904,9707162,"2,07",174,Q1
12905,9703183,1,1,Q4
12906,9705038,"2,07",174,Q1
12907,9701148,"2,07",174,Q1
12908,9701008,1,1,Q4
12909,9701176,"1,18",108,Q1
12910,9702177,1,1,Q4
12911,9701154,1,1,Q4
12912,9707253,"2,50",283,-
12913,9708147,"2,07",174,Q1
12914,9710063,"4,06",261,Q1
12915,9706103,"1,69",116,Q1
12916,9710079,1,1,Q4
12917,9701077,"2,50",283,-
12918,9712157,1,1,Q4
12919,9709077,"1,18",108,Q1
12920,9705221,1,1,Q4
12921,9707203,1,1,Q4
12922,9711031,1,1,Q4
12923,9708004,"2,07",174,Q1
12924,9701162,"1,57",152,Q1
12925,9712015,1,1,Q4
12926,9711045,"1,57",152,Q1
12927,9707255,1,1,Q4
12928,9707117,1,1,Q4
12929,9708042,"2,07",174,Q1
12930,9702105,1,1,Q4
12931,9705045,1,1,Q4
12932,9708079,"1,69",116,Q1
12933,9711024,"2,07",174,Q1
12934,9701044,"0,46",65,Q3
12935,9703111,"0,93",119,Q2
12936,9703182,"5,07",274,Q1
12937,9702073,1,1,Q4
12938,9711016,"2,50",283,-
12939,9710041,"0,93",119,Q2
12940,9710162,1,1,Q4
12941,9711086,1,1,Q4
12942,9703004,1,1,Q4
12943,9710216,1,1,Q4
12944,9701182,"2,50",283,-
12945,9711174,1,1,Q4
12946,9710110,1,1,Q4
12947,9709045,"5,07",274,Q1
12948,9708016,"2,07",174,Q1
12949,9710081,1,1,Q4
12950,9702086,1,1,Q4
12951,9711108,"2,07",174,Q1
12952,9706171,"2,50",283,-
12953,9705043,1,1,Q4
12954,9709135,1,1,Q4
12955,9707250,"2,07",174,Q1
12956,9707221,"2,50",283,-
12957,9703092,1,1,Q4
12958,9703055,"2,07",174,Q1
12959,9705067,"5,07",274,Q1
12960,9704057,1,1,Q4
12961,9705203,1,1,Q4
12962,9712193,"2,07",174,Q1
12963,9703151,"1,57",152,Q1
12964,9711107,"4,06",261,Q1
12965,9701132,"2,50",283,-
12966,9703180,1,1,Q4
12967,9707116,1,1,Q4
12968,9705027,"2,07",174,Q1
12969,9703201,1,1,Q4
12970,9701191,"2,50",283,-
12971,9704009,1,1,Q4
12972,9702136,1,1,Q4
12973,9710139,1,1,Q4
12974,9712234,1,1,Q4
12975,9707146,1,1,Q4
12976,9707124,1,1,Q4
12977,9706098,"0,98",94,Q2
12978,9704173,"2,50",283,-
12979,9708127,"2,50",283,-
12980,9711163,"1,08",88,Q2
12981,9704044,"2,07",174,Q1
12982,9709071,1,1,Q4
12983,9704070,1,1,Q4
12984,9704145,1,1,Q4
12985,9707110,1,1,Q4
12986,9706172,"1,57",152,Q1
12987,9706212,1,1,Q4
12988,9702169,1,1,Q4
12989,9710127,"2,07",174,Q1
12990,9712219,1,1,Q4
12991,9705093,1,1,Q4
12992,9704151,"2,07",174,Q1
12993,9711026,1,1,Q4
12994,9702150,1,1,Q4
12995,9710248,"2,07",174,Q1
12996,9711166,"2,50",283,-
12997,9706084,1,1,Q4
12998,9708057,1,1,Q4
12999,9711175,1,1,Q4
13000,9701049,"1,74",189,Q1
13001,9703010,"1,08",88,Q2
13002,9704091,1,1,Q4
13003,9710225,"1,09",198,Q1
13004,9709215,1,1,Q4
13005,9704005,"0,50",48,Q3
13006,9709127,1,1,Q4
13007,9712208,1,1,Q4
13008,9709180,1,1,Q4
13009,9710077,"1,25",45,Q2
13010,9712242,"1,18",108,Q1
13011,9708035,"1,18",108,Q1
13012,9706157,1,1,Q4
13013,9710078,1,1,Q4
13014,9702029,"2,50",283,-
13015,9705129,"2,07",174,Q1
13016,9709058,"4,06",261,Q1
13017,9703035,"0,93",119,Q2
13018,9705018,1,1,Q4
13019,9711058,"0,73",62,Q2
13020,9712230,"4,06",261,Q1
13021,9711112,1,1,Q4
13022,9711065,"0,02",24,Q4
13023,9701065,"1,08",88,Q2
13024,9705119,"1,18",108,Q1
13025,9703098,1,1,Q4
13026,9711168,"2,50",283,-
13027,9711179,"4,06",261,Q1
13028,9706119,"2,50",283,-
13029,9711149,1,1,Q4
13030,9702119,"1,57",152,Q1
13031,9706174,1,1,Q4
13032,9710048,"1,57",152,Q1
13033,9703189,"1,57",152,Q1
13034,9703077,1,1,Q4
13035,9703102,"2,07",174,Q1
13036,9702184,1,1,Q4
13037,9712194,1,1,Q4
13038,9707204,"2,07",174,Q1
13039,9710180,"2,50",283,-
13040,9704069,"0,73",62,Q2
13041,9705219,"0,93",119,Q2
13042,9708010,1,1,Q4
13043,9705047,1,1,Q4
13044,9705204,"1,18",108,Q1
13045,9709013,"2,07",174,Q1
13046,9703069,"0,56",40,Q3
13047,9709187,1,1,Q4
13048,9701155,"1,08",88,Q2
13049,9705006,"22,24",79,Q1
13050,9709092,"1,09",198,Q1
13051,9710163,"2,07",174,Q1
13052,9704109,"2,07",174,Q1
13053,9709103,"2,07",174,Q1
13054,9712150,"4,06",261,Q1
13055,9712006,"2,07",174,Q1
13056,9712041,"1,47",106,Q2
13057,9712108,"2,50",283,-
13058,9705048,1,1,Q4
13059,9709181,1,1,Q4
13060,9701089,1,1,Q4
13061,9710199,"2,50",283,-
13062,9701053,1,1,Q4
13063,9709204,"1,09",198,Q1
13064,9704094,1,1,Q4
13065,9709052,1,1,Q4
13066,9712222,"1,09",198,Q1
13067,9708070,1,1,Q4
13068,9709175,"2,07",174,Q1
13069,9707099,"2,07",174,Q1
13070,9701133,1,1,Q4
13071,9712226,1,1,Q4
13072,9703082,"2,07",174,Q1
13073,9703101,"1,08",88,Q2
13074,9704076,1,1,Q4
13075,9706158,"2,07",174,Q1
13076,9708132,1,1,Q4
13077,9701169,"5,07",274,Q1
13078,9705065,"2,50",283,-
13079,9709005,"1,08",88,Q2
13080,9704073,1,1,Q4
13081,9709059,"0,37",45,Q4
13082,9701174,"1,18",108,Q1
13083,9712137,1,1,Q4
13084,9705010,"2,50",283,-
13085,9708006,"0,93",119,Q2
13086,9701104,"2,50",283,-
13087,9707208,1,1,Q4
13088,9701064,"1,69",116,Q1
13089,9711038,1,1,Q4
13090,9707165,"1,47",106,Q2
13091,9710156,1,1,Q4
13092,9707194,1,1,Q4
13093,9711141,"0,46",65,Q3
13094,9712205,1,1,Q4
13095,9712119,"0,73",62,Q2
13096,9712120,1,1,Q4
13097,9701038,"1,01",60,Q2
13098,9702195,"1,69",116,Q1
13099,9710071,"1,09",198,Q1
13100,9703117,1,1,Q4
13101,9709062,1,1,Q4
13102,9708099,"2,50",283,-
13103,9701039,1,1,Q4
13104,9703140,1,1,Q4
13105,9704046,1,1,Q4
13106,9706170,1,1,Q4
13107,9711190,1,1,Q4
13108,9712125,"2,07",174,Q1
13109,9703071,"2,07",174,Q1
13110,9705062,"1,08",88,Q2
13111,9708129,"0,37",45,Q4
13112,9708092,"1,09",198,Q1
13113,9710006,"1,18",108,Q1
13114,9711192,1,1,Q4
13115,9710144,"1,08",88,Q2
13116,9705166,"1,18",108,Q1
13117,9706207,"2,07",174,Q1
13118,9701090,1,1,Q4
13119,9710124,1,1,Q4
13120,9708169,1,1,Q4
13121,9707048,"2,50",283,-
13122,9712013,"2,07",174,Q1
13123,9703216,"2,50",283,-
13124,9703176,"1,18",108,Q1
13125,9711046,"2,07",174,Q1
13126,9710093,"1,09",198,Q1
13127,9711063,1,1,Q4
13128,9707207,"2,07",174,Q1
13129,9710170,1,1,Q4
13130,9711069,"2,07",174,Q1
13131,9711126,"2,50",283,-
13132,9705163,"2,50",283,-
13133,9709142,1,1,Q4
13134,9703119,"1,09",198,Q1
13135,9703012,"1,74",189,Q1
13136,9703099,"1,18",108,Q1
13137,9702024,1,1,Q4
13138,9704085,1,1,Q4
13139,9710007,"4,06",261,Q1
13140,9711130,"4,06",261,Q1
13141,9712016,1,1,Q4
13142,9710208,"2,07",174,Q1
13143,9705099,1,1,Q4
13144,9706205,1,1,Q4
13145,9709219,"4,06",261,Q1
13146,9704158,"2,07",174,Q1
13147,9704043,"2,07",174,Q1
13148,9705009,"1,69",116,Q1
13149,9710066,1,1,Q4
13150,9712179,"1,08",88,Q2
13151,9710229,1,1,Q4
13152,9712090,"2,07",174,Q1
13153,9709054,"2,07",174,Q1
13154,9712111,"2,07",174,Q1
13155,9709120,"0,65",63,Q2
13156,9702112,"0,93",119,Q2
13157,9706163,"2,50",283,-
13158,9707005,"2,07",174,Q1
13159,9705035,"2,50",283,-
13160,9701092,"5,07",274,Q1
13161,9705200,"2,07",174,Q1
13162,9706089,"2,50",283,-
13163,9702146,1,1,Q4
13164,9704141,1,1,Q4
13165,9704062,"2,50",283,-
13166,9703075,"2,07",174,Q1
13167,9707188,1,1,Q4
13168,9706026,"2,07",174,Q1
13169,9712134,1,1,Q4
13170,9709194,"2,07",174,Q1
13171,9712093,"2,07",174,Q1
13172,9705198,"2,50",283,-
13173,9701015,"2,07",174,Q1
13174,9711047,1,1,Q4
13175,9706210,"5,07",274,Q1
13176,9708094,1,1,Q4
13177,9711124,"2,07",174,Q1
13178,9709167,1,1,Q4
13179,9704006,"2,07",174,Q1
13180,9703127,1,1,Q4
13181,9705240,"2,07",174,Q1
13182,9703114,"2,07",174,Q1
13183,9712186,"2,07",174,Q1
13184,9705182,1,1,Q4
13185,9701095,"1,18",108,Q1
13186,9711102,1,1,Q4
13187,9711172,"2,07",174,Q1
13188,9707001,"0,50",48,Q3
13189,9707058,"2,50",283,-
13190,9708100,"1,57",152,Q1
13191,9711043,1,1,Q4
13192,9710218,"2,50",283,-
13193,9709083,1,1,Q4
13194,9707214,"22,24",79,Q1
13195,9712175,1,1,Q4
13196,9702147,"1,57",152,Q1
13197,9707025,"2,50",283,-
13198,9705210,"2,07",174,Q1
13199,9709113,"5,07",274,Q1
13200,9703220,1,1,Q4
13201,9706176,"1,18",108,Q1
13202,9707153,"2,07",174,Q1
13203,9710082,"2,07",174,Q1
13204,9704074,"2,07",174,Q1
13205,9710028,"1,18",108,Q1
13206,9712080,"2,50",283,-
13207,9707248,1,1,Q4
13208,9704203,1,1,Q4
13209,9705115,1,1,Q4
13210,9705070,"0,02",24,Q4
13211,9708062,"2,07",174,Q1
13212,9701016,1,1,Q4
13213,9708146,"4,06",261,Q1
13214,9704114,"1,73",128,Q1
13215,9709081,"4,06",261,Q1
13216,9701050,"1,18",108,Q1
13217,9702070,1,1,Q4
13218,9704099,1,1,Q4
13219,9707066,"1,74",189,Q1
13220,9708026,1,1,Q4
13221,9708032,"1,09",198,Q1
13222,9704037,1,1,Q4
13223,9707200,"2,50",283,-
13224,9707169,"0,73",62,Q2
13225,9704016,1,1,Q4
13226,9707040,"0,93",119,Q2
13227,9702020,1,1,Q4
13228,9709064,"2,07",174,Q1
13229,9706109,"2,07",174,Q1
13230,9704126,1,1,Q4
13231,9705243,1,1,Q4
13232,9705235,"1,08",88,Q2
13233,9708139,1,1,Q4
13234,9711091,"1,57",152,Q1
13235,9712026,"2,07",174,Q1
13236,9711100,1,1,Q4
13237,9703112,"0,93",119,Q2
13238,9703021,"5,07",274,Q1
13239,9706016,"2,50",283,-
13240,9707100,"2,07",174,Q1
13241,9706038,"2,07",174,Q1
13242,9712233,1,1,Q4
13243,9701033,1,1,Q4
13244,9709119,"1,08",88,Q2
13245,9711135,"2,07",174,Q1
13246,9709178,1,1,Q4
13247,9711191,"4,06",261,Q1
13248,9707089,1,1,Q4
13249,9706092,1,1,Q4
13250,9704003,1,1,Q4
13251,9704198,1,1,Q4
13252,9709035,"2,50",283,-
13253,9710056,"1,09",198,Q1
13254,9711015,"4,06",261,Q1
13255,9705144,"2,07",174,Q1
13256,9712203,1,1,Q4
13257,9703191,"1,18",108,Q1
13258,9705137,1,1,Q4
13259,9712169,"0,93",119,Q2
13260,9706143,"2,50",283,-
13261,9709050,"2,50",283,-
13262,9712167,1,1,Q4
13263,9712237,1,1,Q4
13264,9702089,"5,76",673,Q1
13265,9712056,"2,50",283,-
13266,9706118,1,1,Q4
13267,9704083,"1,18",108,Q1
13268,9706031,1,1,Q4
13269,9711157,"2,07",174,Q1
13270,9707077,"0,46",65,Q3
13271,9702200,1,1,Q4
13272,9705041,"2,07",174,Q1
13273,9701149,"5,76",673,Q1
13274,9704031,1,1,Q4
13275,9702133,"2,07",174,Q1
13276,9702101,1,1,Q4
13277,9703155,1,1,Q4
13278,9709040,1,1,Q4
13279,9712084,"2,07",174,Q1
13280,9709190,1,1,Q4
13281,9704033,1,1,Q4
13282,9712064,1,1,Q4
13283,9711162,"4,06",261,Q1
13284,9702022,"2,50",283,-
13285,9711049,"2,50",283,-
13286,9711127,"5,07",274,Q1
13287,9705238,1,1,Q4
13288,9703062,1,1,Q4
